Mensagem,Genero
"REMINDER FROM O2: To get 2.50 pounds free call credit and details of great offers pls reply 2 this text with your valid name, house no and postcode",spam
"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q=",spam
JADE REMEMB... ITS PAUL. Y U DIDNåÕT U TXT ME? DO,ham
They just talking thats it o... any de. They wont,ham
"accordingly. I repeat, just word text the ok o...",spam
Well i know Z will take care of me. So no worries.,ham
I need details about that online job.,ham
He didn't see his shadow. We get an early spring yay,ham
Doctor. 1Tulsi Leaf/Day=No 1Apple/Day=No Cance...,ham
"Call me da, i am waiting for your call.",ham
FROM O2: To get 2.50 pounds REMINDER free call...,spam
Ur cash-balance currently is 500 pounds - to m...,spam
"SIX 20,000 to chances win CASH! From 100 to po...",spam
We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that,ham
"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play å£250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088",spam
\ME 2 BABE I FEEL SAME LETS JUST THE 4GET ABOU...,ham
No calls..messages..missed calls,ham
Minimum walk is 3miles day. a,ham
Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!,ham
FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,spam
- - Rodger Burns MSG = We tried 07732584351 to...,spam
Jamster!Get Free-message: the crazy frog sound...,spam
"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",ham
Not heard from U4 a while. Call me now am here all night with just my knickers on. Make me beg for it like U did last time 01223585236 XX Luv Nikiyu4.net,spam
We Urgent 800 Urgent! have FREE flights to Eur...,spam
Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!,spam
Anything lor if they go then i lor... all go,ham
"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply",spam
Sure but since my parents will be working on Tuesday I don't really need a cover story,ham
For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p,spam
"For ur chance to win a å£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk",spam
Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 08000930705,spam
Update your face book status frequently :),ham
Nope... i Think will go for it on monday... So...,ham
They just talking thats it de. They wont any other.,ham
What you doing?how are you?,ham
Yes princess! I want to catch you with my big strong hands...,ham
"You have won ?1,000 cash or a ?2,000 To... prize!",spam
"Romantic 2 2 flights from å£79 ... Paris. nights,",spam
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0,spam
wk For ur every chance to win a å£250 cash TXT...,spam
"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message",spam
Free 1st week entry chance win... 2 TEXTPOD 4 a 2,spam
for 1st week! ... No1 Nokia tone 4 FREE ur mobile,spam
"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive å£5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else....",spam
"You are being contacted by our Dating Service by someone you know! To find out who it is, call from your mobile or landline 09064017305 PoBox75LDNS7 ",spam
RGENT! This is the 2nd attempt to contact U!U have WON å£1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. maxå£7. 50,spam
URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only,spam
wit... U ned to him tht its not convince possible,ham
ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.,spam
ROMCAPspam Everyone should be respondin... around,spam
my weed dealer carlos went update: to fr... Wylie,ham
I walked an hour 2 c u! doesnåÕt that show I care y wont u believe im serious?,ham
u Where stranger? been hiding,ham
are wil you?when you reach Where here?,ham
Minimum walk is 3miles a day.,ham
"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more",ham
Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX å£1.50,spam
very Going a thru different feeling.wavering d...,ham
"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise.",ham
We are trying to U. URGENT! contact Todays dra...,spam
"If you prize will don't, go to another your cu...",spam
Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...,ham
"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",ham
"Bears Pic Nick, Dick. and Tom, Pete and In... ...",spam
GOWER SO IS WHERE TH MATE WHICH IS I AM!?! HOW...,ham
Hey Boys. Want pics sent XXX direct 2 hot ur p...,spam
2003 PRIVATE! Your Account Statement for shows...,spam
Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,spam
This is the 2nd time we have tried 2 contact u...,spam
just car saw a parked with its Dude sunroof po...,ham
Mobile Club: Choose of the top quality any ite...,spam
"Call me da, i am call. waiting for your",ham
For ur win a å£250 wkly to chance shopping spr...,spam
Quiz Wkly Win a Q! Sunshine top Sony DVD playe...,spam
What you did in  leave.,ham
yo... the jamster videosound gold Enjoy club with,spam
No u * am working on the ringing thing but hav...,ham
"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear""",ham
"Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm",spam
How much are we getting?,ham
+123 - in this week's Congratulations competit...,spam
"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",spam
You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+ ,spam
"Spoke with uncle john today. He strongly feels that you need to sacrifice to keep me here. He's going to call you. When he does, i beg you to just listen. Dont make any promises or make it clear things are not easy. And i need you to please let us work things out. As long as i keep expecting help, my creativity will be stifled so pls just keep him happy, no promises on your part.",ham
"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem.",ham
RCT' THNQ Adrian text. for Rgds Vatian U,spam
Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX,spam
"Sorry,in call I'll meeting later",ham
you did in leave. What,ham
Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a,spam
Ok lor...,ham
"K, jason says he's gonna I'll around so be be ...",ham
why you came to hostel. Then,ham
How is your schedule next week? I am out of town this weekend.,ham
"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop",spam
Infact where happy new are year. How are you y...,ham
Oooh bed ridden ey? What are YOU thinking of?,ham
"For ur chance to win a å£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk.",spam
chance Still there. you If search hard you wil...,ham
PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,spam
"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!",ham
I'm sue. I am Hi years old 20 and work as a la...,spam
"URGENT! Your Mobile No was awarded a å£2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate",spam
07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow,spam
"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person",ham
"uni? fine, Arms how's Cardiff and",ham
ur Final Chance! Claim å£150 worth of discount...,spam
You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.,spam
4 Buy Space Invaders a chance 2 win orig Arcad...,spam
YOU or VE WON! Costa Your 4* Del Sol Holiday å...,spam
You have 1 new message. Please call 08718738034.,spam
"HOTMIX... Hi, this is Mandy Sullivan from calling",spam
Oh dang! I didn't mean o send that to you! Lol!,ham
on We for tonight? still,ham
U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,spam
SMS. sun0819 ac posts HELLO:\You seem cool,spam
XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES !!! info: 07946746291/07880867867 ,spam
"Storming msg: Wen u say d lift phne, u \HELLO\...",ham
25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,spam
We're done...,ham
from 448712404000>Please <Forwarded CALL 08712...,spam
is 130. Iriver 255. Wewa All mb. 128,ham
We'll pay you over &lt;#&gt; yrs so its like ...,ham
7 6th wonders in My WORLD 5th... 7th You Ur style,ham
SOMEONE PISS THAT IS TALKING IS REALISE U THAT...,ham
have won award a guaranteed å£200 You or even ...,spam
until I dunno Lets go when... learn pilates...,ham
for 1st week! No1 Nokia 4 ur mob FREE tone eve...,spam
we How are getting? much,ham
Then why you came to hostel.,ham
Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p,spam
money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over å£1million to give away ! ppt150x3+normal text rate box403 w1t1jy,spam
"K, I might class come tonight then if my by le...",ham
Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.,ham
This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com,spam
going No:-)i got that rumour you to buy apartm...,ham
Fantasy is back on your Football Go TV. to Sky...,spam
"Go until jurong point, crazy.. Available only in bugis n great world la e buffet... Cine there got amore wat...",ham
I dont thnk its a wrong calling between us,ham
Crazy ar he's ÌÏ like gd looking guys... married.,ham
No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,spam
Update your face book status frequently :),ham
Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app ,spam
1 year pass special cinema for 2 Congrats! is ...,spam
sister cleared two round in birla My soft yest...,ham
Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394973 from Landline DATEBox1282EssexCM61XN 150p/min 18,spam
"Not sure yet, still trying to get a hold of him",ham
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,spam
U a secret admirer who have is looking 2 ... make,spam
"\""morning\"" Helloooo... Wake \""... up..! \Sweet\""",ham
"Helloooo... Wake up..! \Sweet\"" \""morning\"" \""welcomes\"" \""You\"" \""Enjoy\"" \""This Day\"" \""with full of joy\"".. \""GUD MRNG\"".""",ham
FreeMSG have been awarded a FREE You mini DIGI...,spam
PRIVATE! Your 2003 Account Statement for 078,spam
SORRY IM STIL FUCKED AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630,ham
I keep rs in my buy ten two shelf:) egg.,ham
"cmon babe, make me... me horny, *turn* Txt me on!",spam
thought about living a good Ever life with a p...,spam
Nokia 3650 Congrats! camera phone is video you...,spam
Where are you?when wil you reach here?,ham
"Sorry, I'll call you  later. I am in meeting sir.",ham
"U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT",spam
Today to to am going college so am not able at...,ham
"URGENT! Your mobile was awarded a å£1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011",spam
"Final Chance! Claim ur å£150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Subs 16",spam
Congrats 2 3G mobile R Videophones yours. call...,spam
I'm caug... driving... Raining! Then i'll not get,ham
Spoke with uncle He john strongly today. feels...,ham
Ok...,ham
can't believe yo... how attached I am to seeing I,ham
free ringtone is waiting Your to be collected....,spam
Your B4U MARSMS. 27/03 voucher w/c is Log onto...,spam
it to 80488. Your 500 free text messages are valid until 31 December 2005.,spam
25p 4 Moon's alfie Children in need song on ur...,spam
Still i have not checked it da. . .,ham
Okie... Thanx...,ham
"Hi have Shanil,Rakhesh here.thanks,i exchanged...",ham
"Latest Nokia Mobile or iPOD MP3 Player +å£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.å£1,50/Mtmsgrcvd18+",spam
"&amp; Watching cartoon, music listening at eve...",ham
"Haha figures, well I found the piece and priscilla's bowl",ham
Its part of checking a IQ,ham
Want explicit SEX in 30 Ring 02073162414... secs?,spam
Somebody Guess what! you secretly know fancies...,spam
YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a å£150 prize. To collect is easy. Just call 09061743386 ,spam
BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary,spam
Hi I'm sue. I am 20 years old and work as a lapdancer. I love sex. Text me live - I'm i my bedroom now. text SUE to 89555. By TextOperator G2 1DA 150ppmsg 18+,spam
Todays Voda numbers ending t... selected 5226 are,spam
Anything lor if they all go then i go lor...,ham
"If you're credit still up, the maybe leave car...",ham
Infact happy new year. How are you where are you when are we seeing,ham
wml?id=820554ad... widelive.com/index. http//tms.,spam
"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 å£3 ",spam
it to 80488. 500 free are text Your messages v...,spam
Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186 ,spam
Crazy ar he's married. ÌÏ like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.,ham
Your B4U voucher w/c 27/03 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call 08717168528,spam
"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to",ham
Customer Offer:The Loyalty NEW Mobil... Nokia6650,spam
Sad my story of a - Man Last week was b'day. M...,ham
URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid 12hrs only,spam
"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop",spam
Yun buying... But school got offer 2000 plus only...,ham
telling topic..sorry Please leave this for that..,ham
You have won a 7250i. This Nokia is what you g...,spam
"Your mobile was awarded a Bonu... å£1,500 URGENT!",spam
"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out! ",spam
Tmr timin still da wat i got same lesson cos u...,ham
For mobile taking part our in survey yesterday...,spam
UR awarded a City Break and could a WIN å£200 ...,spam
Mind blastin.. No more Tsunamis will occur from now on.. Rajnikant stopped swimming in Indian Ocean..:-D,ham
Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY å£10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,spam
We 4 e normal pilates after go can our intro...,ham
"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz",spam
FREE 4 for 1st No1 week! Nokia tone ur mob eve...,spam
* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw,spam
Your 2004 Account Statement for 07742... PRIVATE!,spam
her (25/F) is inviting you to be frien... Natalja,spam
JADE ITS PAUL. Y DIDNåÕT U TXT ME? DO U REMEMBER ME FROM BARMED? I WANT 2 TALK 2 U! TXT ME,ham
What you doing?how you? are,ham
HI BABE U R MOST LIKELY TO BE BED IN BUT IM SO...,ham
Nokia You have a won 7250i. This is what you g...,spam
to We are supposed discuss meet to abt our tri...,ham
When're you guys back? G were... getting said you,ham
Tmr timin still da same wat cos i got lesson until 6...,ham
"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",spam
Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,spam
lucky money!!! you a winner ! 2 r claim your p...,spam
I walked an u! hour 2 c doesnåÕt that show I c...,ham
"Haha figures, I well found the piece and prisc...",ham
for PRIVATE! Your 2003 Account Statement 078,spam
"Thats a bit weird, even ?- where is the do supposed to be happening? But good idea, sure they will be in pub!",ham
Yun But school got offer 2000 buying... plus o...,ham
"URGENT! You have won a 1 week FREE membership in our å£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",spam
BROTHER BIG ALERT! computer has selected The u...,spam
but we jus tot u u would ask cos ba Nothing gu...,ham
PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS),ham
I am literally in bed and have been up for like  &lt;#&gt;  hours,ham
Dude just saw a parked car with its sunroof popped up. Sux,ham
staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323,ham
We He didn't his shadow. get an early see spri...,ham
Hmm ill have to think about it... ok you're forgiven! =D,ham
Today my system sh get ready.all is well and i am also in the deep well,ham
by U were outbid simonwatson5120 on the Shinco...,spam
person A hearted pure can have a wonderful smi...,ham
have Still i not checked da. . . it,ham
Does uncle timi help cars in clearing,ham
my system sh is get Today ready.all well and i...,ham
"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180",spam
I dunno until when... Lets go learn pilates...,ham
i Dear am not denying your please words,ham
WIN a year supply of CDs a store 4 of ur choic...,spam
that Did u got story persons,ham
PRIVATE! Your 2003 Account for Statement shows...,spam
"Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?",ham
important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,spam
HAVE WON! As YOU a valued Vodafone customer ou...,spam
When're you guys getting back? G said you were thinking about not staying for mcr,ham
"Arms fine, how's Cardiff and uni? ",ham
Still chance there. If you search hard you will get it..let have a try :),ham
our Someone has contacted dating service and e...,spam
FUCKED SORRY STIL AFTER LAST NITE IM WENT TOBE...,ham
"FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV",spam
18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,spam
"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX",spam
when you and derek done with class?,ham
"URGENT! Your was Mobile No awarded a å£2,000 B...",spam
"I'll call you Sorry, later. I am in meeting sir.",ham
WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE,ham
Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,ham
"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate",spam
Hey they r not watching movie tonight so i'll prob b home early...,ham
Tell me whos this pls:-),ham
Not heard now U4 a while. Call from me am here...,spam
1 No POLYPHONIC 4 ur mob every tone week! Just...,spam
"By way, make sure u get the train to worc fore...",ham
Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070,spam
Ok...,ham
bed Oooh ridden ey? What are YOU of? thinking,ham
http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=trueåÁC C RingtoneåÁ,spam
You 1 new message. Please have call 08718738034.,spam
to am I in bus on the way calicut,ham
Does uncle timi help in clearing cars,ham
No Mind blastin.. more Tsunamis will occur fro...,ham
Today am going to college so am not able to atten the class.,ham
"Go jurong point, crazy.. until ... Available only",ham
FREE* Text POLYPHONIC RINGTONE SUPER to * 8713...,spam
Well done ENGLAND! the poly official Get ringt...,spam
"By the way, make sure u get train to worc foregate street not shrub hill. Have fun night x",ham
URGENT! trying Todays We are to contact U. dra...,spam
2003 Statement PRIVATE! Your Account for shows...,spam
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203694 Identifier Code: 40533 Expires 31/10/04,spam
18 days to Euro2004 U kickoff! be will kept in...,spam
No calls calls..messages..missed,ham
Get your FREE garden ready for summer with a s...,spam
You a are winner U have specially selecte... been,spam
WE TO INFORM U THE NHS THAT HAS MADE A REGRET ...,ham
Hey they r not watching i'll movie tonight so ...,ham
"Romantic Paris. 2 nights, 2 flights from å£79 Book now 4 next year. Call 08704439680Ts&Cs apply.",spam
but Sure since T... my parents will be working on,ham
No:-)i got rumour that you going to buy apartment in chennai:-),ham
This msg is for your mobile content h... order It,spam
+123 Congratulations - in this week's competition draw u have won the å£1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,spam
<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.,spam
The fact that you're cleaning shows you know why i'm upset. Your priority is constantly \what i want to do,ham
You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,spam
I am literally in and have been up for lik... bed,ham
Well i know Z take care of me. So no will worr...,ham
IMPORTANT This is MESSAGE. a final att... contact,spam
Your account has been 500 FREE credited T... with,spam
"accordingly. I repeat, just text the word ok on your mobile phone and send",spam
"YOU VE WON! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",spam
days 22 to kick off! For ke... Euro2004 U will be,spam
Thats cool will princess! cover your face in... I,ham
Just HOT LIVE FANTASIES now 08707509020 call 2...,spam
when you and derek done with class?,ham
"Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u or ur åÔrents mayb interested in it, I hav 12,000pes, so around å£48, tb, James.",ham
"\ME 2 BABE I FEEL THE SAME LETS JUST 4GET ABOUT IT+BOTH TRY +CHEER UP+NOT FIT SOO MUCHXXLOVE U LOCAXX\""""",ham
