Titulo,Genero
Tragédia na Iugoslávia: Guerra e Nacionalismo no leste europeu,Historia
A aurora da civilização,Historia
Números complexos polinômios e equações algébricas,Matematica
Matemática :contexto e aplicações-2,Matematica
A república do progresso,Historia
A nova geografia: estudos de geografia da América,Geografia
A cidade - estado antiga,Historia
Geoatlas,Geografia
Fundamentos de Matemática Elementar - logarítimos,Matematica
Literaturas  Brasileira e Portuguesa,Literatura
A teia da vida,Biologia
Fisiologia e bioquimica da celula,Biologia
História da Riqueza do Homem,Historia
Curso de Minerologia,Biologia
Geografia Crítica,Geografia
Bandeirantes,Historia
Origens de Roma,Historia
História e consciência do Mundo,Historia
Introdução à Teoria da Literatura,Literatura
A nova política do Brasil: o estado novo 10 de nov. de 1937 a 25 de jul. de 1938,Historia
História Geral da Arte - Arquitetura III,Historia
Museu de Arte de São Paulo - Assis Chateaubriand - MASP,Artes
Fitocromo e crescimento vegetal,Biologia
Biologia: invertebrados,Biologia
Princípios de filosofia animal,Biologia
Hitler desafia a ordem mundial,Historia
O Século Inacabado: A América desde 1900,Historia
Negócios sociais sustentáveis,Administracao
D. Pedro I e a Marquesa de Santos,Historia
Documentos de história do Brasil de Cabral aos anos 90,Historia
Manual de treinamento e desenvolvimento,Administracao
Museu Van Gogh (Amsterdã),Artes
As Guerras de independência da América Latina,Historia
Espaço Geográfico,Geografia
Enterrem meu coração na curva do Rio: índios contam o massacre de sua gente.,Historia
Luiz gama: de escravo a libertador,Historia
O limiar da liberdade  -Inconfidência Mineira : sonho ou pesadelo?,Historia
Maquiavel o Príncipe: escritos políticos,Historia
Orientação de Leitura e Abordagem Literária - Prosa,Literatura
Comportamento Animal,Biologia
Wassily Kandinsky: a revolução da Pintura,Artes
História Global Brasil e Geral,Historia
A cidade antiga,Historia
Fundamentos da Biologia Moderna - vol único,Biologia
Manual do Professor de Biologia,Biologia
Curso de trigonometria plana,Matematica
A queda de Berlim e o fim da guerra na Europa,Historia
Reinventando a liberdade: A Abolição da escravatura no Brasil,Historia
Mercantilismo e transição,Historia
Controladoria Estratégica e Operacional,Administracao
História:conexões com a História,Historia
À procura dos mundos perdidos,Geografia
História da Igreja do Rosário de Santos,Historia
Atlas: O corpo humano,Biologia
Geografia do Brasil: região centro - oeste,Geografia
Matemática Financeira com HP12C e Excel,Matematica
Os Sonhadores de Vila Rica. A inconfidência Mineira de 1789,Historia
Toda a História: História Geral e do Brasil.,Historia
A formação de Israel e a questão palestina,Historia
Biologia - Ciência,Biologia
Geografia a construção do mundo:Geografia Geral e do Brasil,Geografia
Lutas e Sonhos: Cultura política,Historia
Como reconhecer a arte Barroca,Historia
Bairros rurais paulistas,Historia
Geografia do Brasil: região sul,Geografia
Biologia: Genética,Biologia
Grutas da região Cársica de Lagoa Santa - Lapinha,Geografia
Cálculo das funções de uma variável,Matematica
Matemática construção e significado,Matematica
Regimes políticos,Historia
Síntese de História da Cultura Brasileira,Historia
Matemática: a equação da vida,Matematica
A violência no Brasil,Historia
Cultura e sociedade no Brasil colônia,Historia
História das lutas com os Holandeses no Brasil desde 1624 a1654,Historia
National Gallery (Londres),Artes
Geografia e participação: as regiões do Brasil,Geografia
Pão de Açúcar,Artes
Dinâmica e Contrastes,Geografia
Estudos de Literatura Brasileira,Literatura
O que todos devem saber sobre Bancos: o banco e suas funções,Administracao
Temas da Geografia Mundial,Geografia
Sociedade e Espaço,Geografia
Biologia: Uma abordagem evolutiva e ecológica,Biologia
Como reconhecer a arte do Renascimento,Historia
Museu de História  da Arte,Artes
Aprendizagem e inovação Organizacional,Administracao
Brasil terra virgem,Historia
Dicionário da matemática moderna,Matematica
Biologia 2: Seres Vivos estrutura e função,Biologia
Biologia do Organismos,Biologia
A viagem do descobrimento,Historia
Brasileiras guerreiras da paz,Historia
Matemática 2º grau,Matematica
Conjuntos relações funções inequações,Matematica
História da Administração,Administracao
Exercícios de trigonometria plana,Matematica
História Geral da Arte - A arte e o artista,Historia
Documentos de História do Brasil: De cabral aos anos 90,Historia
Ecologia das interações entre insetos e plantas,Biologia
Programas de Saúde,Biologia
A república brasileira,Historia
História antiga e medieval,Historia
Enciclopédia dos Municípios Brasileiros,Geografia
Geografia do Brasil: região nordeste,Geografia
Teoria e projeto das organizações,Administracao
História Integrada,Historia
Apologia de Sócrates Banquete,Historia
Administração de volta às origens: arte perdida da liderança,Administracao
O escravismo antigo,Historia
História dos Tributos no Brasil,Historia
O crescimento das árvores,Biologia
História dos Três Reinos da Natureza,Geografia
Um retrato do Japão,Historia
História do Brasil,Historia
História e Vida: Da idade Moderna à Atualidade,Historia
Matemática para você,Matematica
Administração Estratégica: Planejamento e implatação da estratégica,Administracao
Conscience Morbide,Historia
Biologia,Biologia
Sócrates: o mártir da filosofia,Historia
Dicionário etmológico e circunstanciado de biologia,Biologia
Biologia: Origem da Vida e Citologia,Biologia
Les Enigmes de la création,Geografia
Literaturas Brasileira e Portuguesa,Literatura
Estudo da biodiversidade,Biologia
Administração,Administracao
Gerenciamento da Informação: um recurso estratégico ...,Administracao
Geografia da América Latina,Geografia
Corpo Humano: funções de nutrição,Biologia
Getúlio Vargas,Historia
Frio,Geografia
O computador na administração de empresas,Administracao
Biologia Atual,Biologia
Histórias do cotidiano,Historia
A deriva dos continentes,Geografia
Bacon,Historia
D.João VI: Os Bastidores da Independência,Historia
Os cromossomos,Biologia
Caminhos do Mar: Memórias do comércio da Baixada Santista,Historia
Sociedades Indígenas,Historia
Matemática aplicada à economia: sintese da teoria,Matematica
Literatura brasileira das origens aos nossos dias,Literatura
Napoleão,Historia
Adorno,Historia
Aprendizagem organizacional em tempos de mudança,Administracao
Como o Brasil ficou assim? Formação das fronteiras e tratados dos limites,Historia
Sociedade e espaço: geografia geral e do Brasil,Geografia
O racismo na história do Brasil: Mito e Realidade,Historia
Da reforma à contra-reforma: o cristianismo em crise,Historia
Curso de Ciências biologicas: Zoologia,Biologia
Shakespeare de A à Z,Historia
Os melhores poemas,Literatura
História: O Brasil em Foco,Historia
Organização de Eventos e Solenidades,Administracao
50 Casos Reais de Administração,Administracao
A europa na idade moderna: do Renascimento ao Século da Luzes,Historia
Biologia no terceiro milênio 3,Biologia
Matemática,Matematica
Os Índios Norte - Americanos: Cinco séculos de Luta e opressão,Historia
300 propostas de artes visuais,Artes
A guerra chega aos bálcãs,Historia
Descartes: a filosofia da mente de Descartes,Historia
Como organizar e administrar uma cooperativa,Administracao
Biologia - Livro Texto Anglo - Ensino Médio 1ª Série,Biologia
Fundamentos de Matemática Elementar 11,Matematica
Aprendendo Delphi: guia prático,Matematica
Matemática Fundamental,Matematica
A legenda dourada: nova mitologia clássica,Historia
A luz e a vida das plantas,Biologia
Saída pelo triângulo,Matematica
História Global: Brasil e Geral,Historia
Botânica,Biologia
Matemática na escola do 2º grau,Matematica
O que é subdesenvolvimento,Historia
O gênio do futuro,Historia
O Brasil não é Risco é Oportunidade - Depende de Nós,Historia
Salvador Dali,Artes
Cem dias entre o céu e mar,Geografia
Matemática - Livro do Professor,Matematica
História Geral: Moderna e Contemporânea,Historia
O dilema da Amazônia,Historia
Museu Pushkin,Artes
Teoria do Verso,Literatura
A nova ordem mundial,Geografia
As lutas do povo brasileiro. Do descobrimento a Canudos,Historia
De Getúlio a Juscelino 1945 - 1961,Historia
As primeiras civilizações,Historia
Geografia do Brasil: região norte,Geografia
TQC Controle da Qualidade Total,Administracao
Histórias Antiga e medieval,Historia
Museu Hermitage (São Petersburgo),Artes
Apologia de Sócrates: ditos e feitos memoráveis de Sócrates,Historia
O melhor da nossa história,Historia
Genética do Desenvolvimento,Biologia
Votorantim 90 anos: uma história de trabalho,Administracao
Português: teoria literária comunicação e expressão,Literatura
Aprenda a delegar com eficiência,Administracao
Trazendo os princípios de Deming da sala de aula para a empresa,Administracao
Biologia: Ciência e tecnologia,Biologia
Bioquímica da poluição,Biologia
Van Gogh,Artes
As Diversas faces do Terrorismo,Historia
Matemática ciência e aplicações,Matematica
Brasília Kubitschek de Oliveira,Historia
Logística Empresarial,Administracao
Imperialismo e fragmentação do espaço,Geografia
Administração estratégica,Administracao
Revolução dos Farrapos,Historia
O Universo da Matemática,Matematica
Terceiros mundos,Geografia
Biologia só testes,Biologia
O Brasil quinhentista de Jean de Léry,Historia
Biologia - Seres Vivos,Biologia
TQC Controle da qualidade total no estilo japonês,Administracao
Aulas práticas de Matemática - 3,Matematica
O Brasil da Abertura de 1974 à Constituinte,Historia
Geografia: paisagem e territorio,Geografia
A formação do império português (1415 - 1580),Historia
O que é Palestina,Historia
A Alemanha domina a Polônia,Historia
Geografia do Brasil e Geral Povos eTerritórios,Geografia
A evolução na biologia moderna,Biologia
A República Velha e a Revolução de 30,Historia
Vegetação Brasileira,Biologia
Criando organizações eficazes : estruturas em cinco configurações,Administracao
Quatro cantos,Literatura
Biologia uma abordagem evolutiva e ecológica,Biologia
Biologia Livro Texto 3,Biologia
B Calixto Imortalidade,Historia
Jogos de Empresa,Administracao
Comunicação visual e expressão artes plásticas e desenho,Matematica
A queda dos países baixos,Historia
Projeto arte brasileira,Historia
Do conhecimento histórico,Historia
História da vida privada: Do Império Romano ao ano Mil I,Historia
História 1: Brasil Colônia,Historia
Administração de carreiras,Administracao
O que é Poesia Marginal,Literatura
A nova política do Brasil,Historia
Seventeenth and Eighteenth Century French Porcelain,Artes
Revolta de colonos imigrantes,Historia
O homem fóssil,Biologia
Estudos de Matemática,Matematica
Geografia Geral: Nova Geopoítica,Geografia
Metropolitan Museum of art (Nova York),Artes
Biologia  vol. único,Biologia
Biologia: vestibular + enem,Biologia
História da arte,Historia
História do Negro Brasileiro,Historia
A Amazônia,Historia
Literatura e Linguagem,Literatura
A unificação da Europa,Historia
A ordem é o progresso: O Brasil de 1870 à 1910,Historia
Os novos paradigmas,Administracao
A prática do planejamento participativo,Administracao
Dinamarca e Noruega alimentam a máquina de Guerra Alemã,Historia
Aulas práticas de Matemática - 1,Matematica
Iniciação à organização e controle,Administracao
A nova geografia,Geografia
Administração de Materiais e Recursos Patrimoniais,Administracao
A grande sacada de Pedro,Historia
Atlas da História Medieval,Historia
Atlas geográfico melhoramentos,Geografia
Brasil: Sociedade e espaço,Geografia
A descolonização da Ásia e da África,Historia
O pintor que pintou o sete,Artes
Empresa competitiva ecológica,Administracao
British Museum (Londres),Artes
Fronteiras da Globalização geografia geral e do Brasil,Geografia
Viagem pitoresca e Histórica ao Brasil,Historia
Responsabilidade social e governança,Administracao
Roma: Vida pública e vida privada,Historia
Geografia do Brasil: Dinâmico e contrastes,Geografia
WITTGENSTEIN: Investigações filosóficas,Historia
Análise e Administração Financeira,Administracao
Geografia Sociedade e cotidiano,Geografia
Geografia: vestibular + enem,Geografia
Brasil História e Sociedade,Historia
O pintor que pintou o sete,Artes
A Alemanha: dias idos e vividos,Historia
Matematica financeira,Matematica
O grande livro das Oceanos,Geografia
Fronteiras da Globalização,Geografia
Matemática (Plus),Matematica
manual de organização de eventos,Administracao
geografia,Geografia
Fundamentos de Matemática Elementar : trigonometria,Matematica
As rebeliões Coloniais,Historia
Hércules e os doze trabalhos,Historia
Uma epopéia Brasileira a coluna Prestes,Historia
O caminho do deming para a qualidade e produtividade,Administracao
Literatura produção de textos e gramática,Literatura
Projetos de estágio e de pesquisa em administração,Administracao
O Racismo na história do Brasil,Historia
Endocrinologia Bioquímica dos Vertebrados,Biologia
Os Bálcãs: história e crise,Historia
Geocontexto: geografia para o mensino médio,Geografia
Matsukita: lições de liderança para o próximo milênio,Administracao
Matemática aula por aula,Matematica
Motivação e resultados,Administracao
Geografia e participação,Geografia
Globalização o que é isso afinal?,Historia
Wassily Kandinsky: a revolução da Pintura,Artes
Qualidade de vida e desenvolvimento econômico sustentável em santos,Administracao
Stalingrado detém avanço nazista no leste,Historia
Qualidade total em serviços,Administracao
Chemistry of organic compounds,Biologia
Organização e projeto de computadores: a interface Hardware/Software,Matematica
O que é Revolução,Historia
A construção do espetáculo,Artes
Algoritmos e Estruturas de dados,Matematica
Território e Sociedade,Geografia
A guerra fria,Historia
História em movimento - dos primeiros humanos ao Estado Moderno,Historia
Indústria e trabalho no Brasil: limites e desafios,Historia
Teoria Geral da Administração : da escola...,Administracao
Biologia - programa Completo,Biologia
Cinema e história do Brasil,Historia
Principios de Administração Financeira,Administracao
O Foco Narrativo,Historia
Fundamentos Matemáticos para a Ciência da Computação,Matematica
O código genético,Biologia
A crise do mundo socialista,Geografia
Desenhando com o lado direito do cérebro,Artes
Matemática (Resolução de todos os exercícios),Matematica
Juazeiro: guerra no sertão,Historia
Biologia - Ensino Médio 1ª Série,Biologia
História Geral: a construção de um mundo globalizado,Historia
Manual de terceirização,Administracao
Vereda digital Geografia,Geografia
A utopia,Historia
Língua e Literatura,Literatura
História Geral  e Brasil,Historia
Nova geografia do Brasil,Geografia
A questão do índio,Geografia
Tomismo hoje,Historia
Genética e Adaptação,Biologia
Império do Café: A grande lavoura no Brasil 1850 à 1890,Historia
Vocabulário etimológico de biologia,Biologia
O grau zero da escritura,Literatura
os microrganismos e o homem,Biologia
450 anos de história,Historia
Administração por exceções,Administracao
A guerra da secessão dos Estados Unidos,Historia
África e Brasil: uma ponte sobre o Atlântico,Historia
A Etiqueta no Antigo Regime,Historia
A segunda guerra mundial,Geografia
A formação das nações latino - americanas,Historia
Animais úteis ao homem,Biologia
Mussolini sonha com um novo império,Historia
Fortalecendo sua equipe de Vendas,Administracao
Biologia de olho no mundo do trabalho,Biologia
Museu Pushkin,Artes
História da civilização Mundial,Historia
O microscópio eletrônico em biologia,Biologia
Massacre em Pequim,Historia
História da literatura luso-brasileira,Literatura
Rijksmuseum,Artes
Combinatoria Matrizes e determinantes,Matematica
Conecte: Território e sociedade no mundo globalizado,Geografia
Navegar é preciso: grandes descobrimentos maritimos europeus,Geografia
A tragédia: estrutura e história,Historia
Matemática uma nova abordagem,Matematica
Conecte História,Historia
Matemática 3,Matematica
Oficina de História,Historia
D. João VI: Os bastidores da independência,Historia
A Revolução mexicana,Historia
Brasileiros brazilians: o olhar andarilho de Araquém Alcântara,Artes
Ciências Biológicas - 2,Biologia
A escrita da História,Historia
Os Maias,Historia
Organização de Eventos,Administracao
Como reconhecer a arte gótica,Historia
Biologia programa completo,Biologia
Biologia: Programa Completo,Biologia
Administração hospitalar,Administracao
A industrialização Brasileira,Historia
Museu de História  da Arte,Artes
Estudos de Redação,Literatura
A invasão cultural norte americana,Historia
Geografia do Brasil: região sudeste,Geografia
Estudos de história moderna e contemporânea,Historia
Genética Humana e medicina,Biologia
História da cultura: origem e evolução,Historia
Camelot - Os anos Kennedy,Historia
Literatura história e texto 2,Literatura
Teseu e o minotauro,Historia
Iniciação ao Teatro,Artes
Logística na cadeia de suprimentos,Administracao
História da vida privada no Brasil,Historia
Colombo e a América: Quinhentos anos depois,Historia
Memória e Tempo das Igrejas de São Paulo,Historia
Geografia - Espaço e Vivência,Geografia
Geografia-Leituras e Interação,Geografia
Pequena viagem pelo mundo da arte,Artes
Hysteria – grupo XIX de Teatro,Artes
Como reconhecer a arte romântica,Historia
Matemática - Volume único,Matematica
Dialogos - Mênon - Banquete - Ledro,Historia
Estudos e história antiga e Medieval,Historia
Os Rios e a Floresta: Amazonas e Pará,Geografia
Introduçâo à Teoria Geral da Administração,Administracao
Alte Pinakothek,Artes
História e Vida: Brasil - Pré - História à Idade Média,Historia
Formação da África contemporânea,Historia
Batalha da Ardenas: a última chance para a Wehrmacht,Historia
Gestão da Mudança: caos e complexidades nas organizações,Administracao
Matemática e Vida 2º grau,Matematica
Geografia Geral: O espaço natural e socioecomômico,Geografia
Literatura - História e texto 3,Literatura
National Gallery (Londres),Artes
Os ciclos de vida das organizações: como...,Administracao
Métodos Estatísticos para melhoria da Qualidade,Administracao
Nos Tempos de Getúlio: Da Revolução de 30 ao fim do Estado Novo,Historia
O mundo contemporâneo,Geografia
Geografia geral e do Brasil,Geografia
História do Brasil: Os 500 anos do País em uma obra completa...,Historia
Museu de Arte de São Paulo - Assis Chateaubriand - MASP,Artes
Assim se escreve... gramática Assim escreveram literatura brasil portugal,Literatura
Fundamentos de planejamento do produto,Administracao
Cálculo Com geometria Analítica Vol 2,Matematica
Matemática: construção e significado,Matematica
História da América,Historia
Administração Contemporânea,Administracao
As Idéias fundamentais da matemática e outros ensaios,Matematica
A ofensiva aérea contra a alemanha,Historia
História:  geral do Brasil,Historia
O império da boa sociedade: A Consolidação do Estado Imperial brasileiro,Historia
Pinacoteca do Estado de São Paulo (São Paulo),Artes
Arquitetura de computadores,Matematica
Museu Hermitage (São Petersburgo),Artes
Força Viva,Historia
Arte em revista,Historia
O último teorema de Fermat História do enigma que confudiu as maiores mentes do mundo ...,Matematica
Metropolitan Museum of art (Nova York),Artes
Toda a história: história geral e história do Brasil,Historia
Projeto de ensino de geografia geral,Geografia
História Geral da Arte - Arquitetura I,Historia
Leste europeu: a revolução democrática,Historia
Geologia Generale e applicata all ingegneria,Biologia
A criação do mundo,Historia
A Saga Tupinambá,Historia
Evolução política do Brasil e outros estudos,Historia
Os mais relevantes projetos de conc. dos cursos de MBAS de 2002,Administracao
A pintura: O mito da pintura V. 01/ A teologia da imagem e o estatuto da pintura v. 02,Artes
Estudos de Língua e Literatura,Literatura
A Literatura Brasileira,Literatura
Cálculo 2: funções de um variável,Matematica
Os movimentos pop,Artes
Como obter e manter o sucesso no varejo,Administracao
Matemática - Ciência e aplicações,Matematica
Cálculo com geometria analítica Vol 1,Matematica
Por que os gerentes falham,Administracao
A viagem do descobrimento - A verdadeira história da expedição de cabral,Historia
Formação da literatura brasileira,Literatura
Análise financeira de balanço: abordagem básica e gerencial,Administracao
Toda a literatura portuguesa e brasileira,Literatura
História Geral,Historia
Construindo Planos de Negócios,Administracao
Geografia Geral e do Brasil espaço geografico e globalização,Geografia
national Gallery of Art (Washington),Artes
História - Conexões,Geografia
História Geral da Arte Arquitetura IV,Historia
O processo da comunicação,Literatura
Política para quê?,Historia
CHRISTIE'S,Artes
Estudos de História,Historia
História em Curso: O Brasil e suas Relações com o mundo ocidental,Historia
História da civilização ocidental,Historia
Galeria Uffizi (Florença),Artes
A narração teoria e prática,Literatura
British Museum (Londres),Artes
Geografia e participação: as Américas e as regiões polares,Geografia
Teoria geral da Adiministração,Administracao
A análise geográfica,Geografia
A Trova: raízes e florescimento - UBT,Literatura
História Moderna e Comtemporânea,Historia
Administração e Controle,Administracao
Croquis de Pagu,Artes
Brasil a terra e o homem: V.11 A vida humana,Historia
História e civilização: o mundo moderno e contemporâneo,Historia
Toda história: História Geral e História do Brasil,Historia
Hysteria – grupo XIX de Teatro,Artes
Por que Pacifismo?,Historia
A revolução burguesa,Historia
As Cruzadas,Historia
Cidadania em preto e Branco,Geografia
Estatisca elementar: estatistica descritiva,Matematica
Crítica da razão pura,Historia
Contestado: a revolta dos sem - terras,Historia
Minas Colonial,Historia
Atreva-se a ser o líder,Administracao
Educação Matemática,Matematica
A pintura: O mito da pintura V. 01/ A teologia da imagem e o estatuto da pintura v. 02,Artes
Biologia: forma e função,Biologia
Galeria Uffizi (Florença),Artes
O Renascimento,Historia
Biologia - Ciência e Tecnologia,Biologia
Antes do baile verde,Literatura
Cálculo um novo horizonte,Matematica
Animais Pré-Históricos,Biologia
Guerra fria a era do medo,Historia
Hístoria Moderna Contemporânea,Historia
Curso básico de biologia,Biologia
Aulas práticas de Matemática,Matematica
Aprender e aplicar matemática,Matematica
Previsão do tempo e clima,Geografia
Perguntas e Respostas para a administração de...,Administracao
Curso de matemática para economistas,Matematica
História Geral da Arte - O objeto artístico,Historia
Operação Barbarossa: Hitler e Stálin em duelo de morte,Historia
História - Sociedade e Cidadania,Historia
Mamática 2 grau,Matematica
Síntese da coleção História Geral da África - século XVI ao século XX,Historia
A geografia da gente,Geografia
Matemática  curso fundamental,Matematica
Síntese da coleção História Geral da África - Pré-história ao seculo XVI,Historia
Matemática - Curso Colegial Moderno,Matematica
Iluminismo: a revolução das luzes,Historia
Geometria Plana: conceitos básicos,Matematica
Geografia do Brasil e Geral,Geografia
História Moderna: através de textos,Historia
Biologia - volume único,Biologia
Os melhores poemas de Castro Alves,Geografia
História Integrada: Da idade Média ao Nascimento do mundo Moderno,Historia
A fantástica volta ao mundo: registros e bastidores de viagem por Zeca Camargo,Geografia
Programa de Qualidade Geral  - PQC,Administracao
Pânico no mar: a guerra no Atlântico,Historia
Literatura: Textos e Técnicas,Literatura
Literatura História e texto,Literatura
Produtividade e ambiente de trabalho: gestão de pessoas e carreira,Administracao
Geografia: a natureza humanizada,Geografia
Brasil a terra e o homem,Historia
Os vícios da Republica: negócios e poder na passagem para séc. XX,Historia
A saúde do Brasileiro,Historia
Bio - Introdução a Biologia,Biologia
Sedução dos modismos: adoção indiscriminada de novas práticas gerenciais,Administracao
Projeto de Ensino de Geografia,Geografia
Projeto de ensino de geografia :Geografia Geral,Geografia
O Espaço Geográfico - Geografia Geral e do Brasil,Geografia
Princípios de Administração,Administracao
Tópicos de álgebra e arimética,Matematica
Finanças corporativas e valor,Administracao
