Mensagem,Genero
Free entry to 2 weekly competitions for the chance to...,spam
How much are we getting?,ham
What are you doing? how are you?,ham
"Hi, I'm processing. I'm 20 years old and I work as a...",spam
WIN a year supply of CDs 4 a store of ur choice worth å£500 & enter our å£100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,spam
I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,spam
Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,spam
"You've won £1,000 cash or a £2,000 prize! For...",spam
Have you ever thought about living a good life with a...,spam
Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!,spam
"Well arms, how are Cardiff and the university?",ham
Nope... Think i will go for it on monday... Sorry i replied so late,ham
Dude just saw a parked car with its sunroof popped up. Sux,ham
Fantasy Football is back on your TV. Go to heaven...,spam
"Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u or ur åÔrents mayb interested in it, I hav 12,000pes, so around å£48, tb, James.",ham
Sure but since my parents will be working on Tuesday I don't really need a cover story,ham
"You won't believe it, but it's true. It's Incre...",spam
"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person",ham
No:-) I got a rumor that you're going to buy an apartment...,ham
We can do 4 and normal pilates after our introduction...,ham
Tmr timin still da same wat cos i got lesson until 6...,ham
Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,ham
Ok sir...,ham
Ok thanx...,ham
Today my system is ready. everything is fine and I...,ham
"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327. T&C: RSTM, SW7 3SS. 150ppm",spam
Sorry I missed your call let's talk when you have the time. I'm on 07090201529,spam
"No, I'm working on the calling you thing, but I have...",ham
"Watch cartoons, listen to music and even...",ham
NOKIA or Motorola FREE with up to 12 months 1/2 pri...,spam
Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX å£1.50,spam
I keep ten rs in my shelf:) buy two egg.,ham
Someone contacted our dating service and...,spam
"Just so you know, Yetunde didn't send any money...",ham
"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",spam
I'm not driving... Raining! Then i'll get caught at e mrt station lor.,ham
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04,spam
HOT LIVE FANTASIES call now 08707509020 Only 2...,spam
PRIVATE! Your 2003 account statement for 078,spam
"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to",ham
PRIVATE! Your 2003 account statement for shows...,spam
ALERT BIG BROTHER! The computer selected you...,spam
Your account has been credited with 500 T...,spam
PRIVATE! Your 2003 Account Statement for 078,spam
"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply",spam
EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN å£100 Cash WKENT/150P16+,spam
WINNER!! As a valued network customer you have been selected to receivea å£900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.,spam
"They're just talking, that's us. They will not go...",ham
"I'm eatin now lor, but goin back to work soon... E mountain deer show huh... I watch b4 liao, very nice...",ham
URGENT! You've won a FREE 1-week subscription...,spam
URGENT! We are trying to contact UM. Today's day...,spam
"Oooh, bedridden, hey? What are you thinking?",ham
For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p,spam
"Congratulations, 2 mobile 3G videophones, yours. to call...",spam
"Well, I have to leave for my class babe ... You never came back to me ... :-( ... Hope you have a nice sleep, my love",ham
I need details about this online job.,ham
I can't believe how attached I am to seeing you...,ham
"HI, BABE, YOU'RE MOST LIKELY TO BE IN BED, BUT I'M SO...",ham
Then why did you come to the hostel.,ham
We're done...,ham
Going through a very different feeling... wavering...,ham
Ok lor...,ham
We can go 4 e normal pilates after our intro...  ,ham
to 80488. Your 500 free text messages are v...,spam
Hey pple...$700 or $900 for 5 nights...Excellent...,ham
When you return? G said you were...,ham
"By the way, make sure you take the train to work...",ham
"WINNER!! As a valued customer of the network, you have...",spam
important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,spam
No calls..messages..missed calls,ham
URGENT!! Your 4* holiday on the Costa Del Sol or £50...,spam
I dunno until when... Lets go learn pilates...,ham
GET an annual supply of 4 CDs from a store of your choice...,spam
"Hi John, Peter here, I've been 2 Spain recently and...",ham
"This is the 2nd time we have tried 2 contact u. U have won the å£750 Pound prize. 2 claim is easy, call 087187272008 NOW1! Only 10p per minute. BT-national-rate.",spam
"Helloooo... Wake up..! \Sweet\"" \""morning\"" \""welcomes\"" \""You\"" \""Enjoy\"" \""This Day\"" \""with full of joy\"".. \""GUD MRNG\"".""",ham
"Thats a bit weird, even ?- where is the do supposed to be happening? But good idea, sure they will be in pub!",ham
He didn't see his shadow. We get an early spring yay,ham
Where are you?when wil you reach here?,ham
My sister scored two rounds in the Birlasoft test...,ham
WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE,ham
Dear i am not denying your words please,ham
SMS. ac sun0819 posts HELLO:\You seem cool,spam
+123 Congratulations - in this week's competition draw u have won the å£1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,spam
Hi boys. Want hot XXX pics sent directly to 2...,spam
Yes princess! I want to catch you with my big strong hands...,ham
"Sorry, I'll call you later at the meeting",ham
URGENT! We are trying to contact UM. Today's day...,spam
Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,ham
I dont thnk its a wrong calling between us,ham
"Sorry, I'll call you  later. I am in meeting sir.",ham
Well i know Z will take care of me. So no worries.,ham
"Hello dear, we saw dear. We are both happy. Where ...",ham
Just buy a pizza. Meat lovers or supreme. U get to pick.,ham
"The party is at my house at USF, free of charge (but if...",ham
We should meet to discuss our trip...,ham
JADE ITS PAUL. Y DIDNåÕT U TXT ME? DO U REMEMBER ME FROM BARMED? I WANT 2 TALK 2 U! TXT ME,ham
Your B4U voucher w/c 3/27 is MARSMS. Access...,spam
Are we still awake tonight?,ham
"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",spam
We'll you pay over like  &lt;#&gt; yrs so its not too difficult,ham
Oooh bed ridden ey? What are YOU thinking of?,ham
This is the second time we have tried to contact you...,spam
RCT' THNQ Adrian for the message U. Rgds Vatian,spam
"Otherwise, your prize will go to another...",spam
07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow,spam
Ever thought about living a good life with a perfect partner? Just txt back NAME and AGE to join the mobile community. (100p/SMS),spam
Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070,spam
Nothing other than us just asking you why you are ba gu...,ham
Hey they r not watching movie tonight so i'll prob b home early...,ham
I need details about that online job.,ham
Update from Wylie: My weed dealer Carlos has gone to...,ham
SO IS TH GOWER MATE WHICH IS WHERE I AM!?! HOW R U MAN? ALL IS GOOD IN WALES ILL B BACK åÔMORROW. C U THIS WK? WHO WAS THE MSG 4? åÐ RANDOM!,ham
07732584351 - Rodger Burns - MSG = We tried...,spam
26th OF JULY,ham
"Hi, this is Mandy Sullivan calling from HOTMIX...",spam
Congratulations! The special 1-year cinema pass for 2 people is...,spam
PRIVATE! Your 2003 account statement for shows...,spam
What a cool princess! I'll cover your face with...,ham
"Romantic Paris. 2 nights, 2 flights from å£79 Book now 4 next year. Call 08704439680Ts&Cs apply.",spam
SO IS THE GOWER MATE WHO IS WHERE I AM!?! AS...,ham
"You'll pay about <#> years, so it's...",ham
"URGENT! Your Mobile No was awarded a å£2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate",spam
"FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV",spam
"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q=",spam
"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180",spam
Yes Princess! I want to catch you with my big...,ham
"If you're still awake, maybe leave the credit car...",ham
"Well, I have to leave for my class, honey... Hey...",ham
"Holidays in the Sun. To claim your medical holidays, send a...",spam
Yun buying... But school got offer 2000 plus only...,ham
"Yun buying... But the school received an offer of more than 2,000...",ham
"K, maybe I'll stop by tonight if my class is over...",ham
"Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?",ham
How much are we getting?,ham
"YOU VE WON! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",spam
The minimum walk is 3 miles per day.,ham
SORRY IM STIL FUCKED AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630,ham
Thats cool princess! I will cover your face in hot sticky cum :),ham
It's been a while since I heard from U4. Call 4 rude chat pr...,spam
Did u got that persons story,ham
A pure hearted person can have a wonderful smile that makes even his/her enemies to feel guilty for being an enemy.. So catch the world with your smile..:) GOODMORNING &amp; HAVE A SMILEY SUNDAY..:),ham
Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX,spam
I keep ten rs on my shelf :) I buy two eggs.,ham
Moby Pub Quiz.Win a å£100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP å£1.50 008704050406 SP,spam
"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",spam
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203694 Identifier Code: 40533 Expires 31/10/04,spam
My sister cleared two round in birla soft yesterday.,ham
"Hey, they're not going to watch a movie tonight, so I'm going to...",ham
"URGENT! Your mobile was awarded a å£1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011",spam
"Honey, do you have enough money to buy...",ham
Still i have not checked it da. . .,ham
"Attack Message: When you lift Daphne up, you say HELLO...",ham
Refused a loan? Safe or Unsafe? I am unable...,spam
Buy Space Invaders 4 a chance at 2 Arcade wins...,spam
"K, Jason says he'll be around, so I'll be...",ham
Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app ,spam
http://tms. widelive.com/index. wml?id=820554ad...,spam
For your chance to win a £250 weekly shopping campaign...,spam
"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear""",ham
I'm not driving... It's raining! So I'm going to be cautious...,ham
Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?,ham
Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,spam
22 days to start! For Euro2004 U will be...,spam
FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,spam
Okie... Thanx...,ham
"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate",spam
PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,spam
Your free ringtone is waiting to be collected....,spam
when you and derek done with class?,ham
Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.,ham
What you doing?how are you?,ham
Enjoy the golf club with hamster video sound with you...,spam
Today am going to college so am not able to atten the class.,ham
"URGENT! You have won a 1 week FREE membership in our å£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",spam
HI BABE U R MOST LIKELY TO BE IN BED BUT IM SO SORRY ABOUT TONIGHT! I REALLY WANNA SEE U TOMORROW SO CALL ME AT 9. LOVE ME XXX,ham
Sad story of a man - Last week was my birthday. M...,ham
Hello. How was last night? I was rude and...,ham
"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)",spam
This message is for your Itch mobile content request...,spam
<Forwarded from 448712404000>CALL 08712...,spam
A person with a pure heart can have a wonderful smile...,ham
Today's Voda numbers ending in 5226 are selected to...,spam
7 wonders of My WORLD 7th You 6th Your style 5th...,ham
Congratulations! 2 3G R mobile videophones of yours. lime...,spam
"Hmm, I'll have to think about it... ok, you're fu...",ham
1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-),ham
Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...,ham
"Tell me who this is, please :-)",ham
What did you do on leave.,ham
FreeMSG You received a FREE mini DIGI...,spam
No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,spam
"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy ",spam
This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com,spam
 gonna let me know cos comes bak from holiday that day.  is coming. Don't4get2text me  number. ,ham
"SIX chances to win MONEY! From 100 to 20,000 po...",spam
"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz",spam
JULY 26,ham
"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm",spam
http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=trueåÁC C RingtoneåÁ,spam
"You are being contacted by our Dating Service by someone you know! To find out who it is, call from your mobile or landline 09064017305 PoBox75LDNS7 ",spam
Free entry in the 1st week 2 TEXTPOD 4 a chance 2 wins...,spam
"Bears Pic Nick, and Tom, Pete and... Dick. In...",spam
"1 apple/day=No, doctor. 1 tulsi leaf/day = no cancer...",ham
Crazy ar he's married. ÌÏ like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.,ham
"Where are you hiding, stranger?",ham
"This weeks SavaMob member offers are now accessible. Just call 08709501522 for details! SavaMob, POBOX 139, LA3 2WU. Only å£1.50/week. SavaMob - offers mobile!",spam
It's been a while since I heard from U4. Call me now I'm here...,spam
This week's SavaMob member offers are now accessible...,spam
No:-)i got rumour that you going to buy apartment in chennai:-),ham
You have won a Nokia 7250i. That's what you...,spam
"Sorry, I missed your call, let's talk when you...",spam
URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only,spam
What you did in  leave.,ham
The fact that you are cleaning shows that you know...,ham
When're you guys getting back? G said you were thinking about not staying for mcr,ham
We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that,ham
RGENT! This is the 2nd attempt to contact U!U have WON å£1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. maxå£7. 50,spam
"That's a little strange, even? - where is the sup...",ham
"SORRY, I'M STILL FUCKED AFTER LAST NIGHT WAS...",ham
"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX",spam
Okay. Thank you...,ham
Wewa has 130. Iriver 255. All 128 mb.,ham
"URGENT! Your cell phone received a bonus of £1,500...",spam
Natalja (25/F) is inviting you to be her friend...,spam
"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more",ham
URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid 12hrs only,spam
You're a winner. You have been specially selected...,spam
"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise.",ham
HMV SPECIAL BONUS 500 pounds of genuine HMV flight...,spam
Then why you came to hostel.,ham
Your cash balance is currently £500 - for m...,spam
Hi I'm sue. I am 20 years old and work as a lapdancer. I love sex. Text me live - I'm i my bedroom now. text SUE to 89555. By TextOperator G2 1DA 150ppmsg 18+,spam
YOU WON! As a valued Vodafone customer or...,spam
"Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm",spam
Anything lor if they all go then i go lor...,ham
"Haha figures, well I found the piece and priscilla's bowl",ham
Your opinion about me? 1. More than 2. Jada 3. Kusr...,ham
"Thank you for your ring order, reference number...",spam
"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play å£250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088",spam
RGENT! This is the 2nd attempt to contact U!U...,spam
"K, jason says he's gonna be around so I'll be up there around  &lt;#&gt;",ham
Congratulations! The Nokia 3650 video camera phone is you...,spam
You are a winner U have been specially selected 2 receive å£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,spam
Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,spam
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. å£1.50 SP:Tyrone,spam
OK...,ham
Where u been hiding stranger?,ham
"Today I'm going to college, so I can't...",ham
"By the way, make sure u get train to worc foregate street not shrub hill. Have fun night x",ham
You need to convince him that it's not possible with...,ham
Still chance there. If you search hard you will get it..let have a try :),ham
"Go to the oath point, crazy... Only available...",ham
I am literally in bed and have been up for like  &lt;#&gt;  hours,ham
"I'm still not sure, I'm still trying to contact him",ham
Uncle Timi helps with cleaning cars,ham
WHO won a City Break and could WIN £200...,spam
Just buy a pizza. Meat lovers or supremes. You know...,ham
Tell me whos this pls:-),ham
You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.,spam
"K, I might come by tonight then if my class lets out early",ham
FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,spam
Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186 ,spam
I am in bus on the way to calicut,ham
"cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost å£1.50. 2 cancel send STOP",spam
This is the second time we have tried to contact you...,spam
"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop",spam
* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw,spam
"LOL.. *smiles*.. I'm not liked, but thanks for...",ham
"REMINDER FROM O2: To get 2.50 pounds free call credit and details of great offers pls reply 2 this text with your valid name, house no and postcode",spam
IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!,spam
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0,spam
"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr",spam
I walked for an hour 2 with you! This doesn't show that I...,ham
I've literally been in bed and awake for a while...,ham
"Well done, ENGLAND! Get the official poly ring...",spam
"U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT",spam
"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem.",ham
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,spam
Wylie update: my weed dealer carlos went to freedom and had a class with lunsford,ham
Oh dang! I didn't mean o send that to you! Lol!,ham
"\ME 2 BABE, I FEEL THE SAME, LET'S JUST 4 START...",ham
FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,spam
PRIVATE! Your 2003 account statement for shows...,spam
I don't know you and you don't know me. Send CHAT...,spam
money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over å£1million to give away ! ppt150x3+normal text rate box403 w1t1jy,spam
"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out! ",spam
Mind blastin.. No more Tsunamis will occur from now on.. Rajnikant stopped swimming in Indian Ocean..:-D,ham
